	text	label
3222	solondz is without doubt an artist of uncompromising vision , but that vision is beginning to feel , if not morally bankrupt , at least terribly monotonous . 	1
4043	more successful at relating history than in creating an emotionally complex , dramatically satisfying heroine	1
258	nothing in waking up in reno ever inspired me to think of its inhabitants as anything more than markers in a screenplay . 	1
6587	he hired angel . com to kill lui because lui opposed nunn's business plans , and also because nunn is carrying on a secret affair with lui's wife . 	0
8905	mother turns out to be his crazy accomplice in mass murder and his quest for immortality . 	0
4170	i've heard that the fans of the first men in black have come away hating the second one . i wonder why . they felt like the same movie to me . 	1
6368	when four kids stop for gas at a strange gas station/freak show/chicken stand on halloween eve , they get directions to a spooky local site from a very strange attendant whose intentions arent that clear , and the story begins from there . 	0
1109	nearly surreal , dabbling in french , this is no simple movie , and you'll be taking a risk if you choose to see it . i enjoyed the ride ( bumps and all ) , creamy depth , and ultimate theme . 	1
1957	carion relies on a gesture or passages of silence to get his point across ; it's a technique that packs a greater emotional punch than a tidy , hollywood-style monologue ever would . 	1
6348	after a number of failed attempts , they finally arrive by boat and stumble across a german radar station . 	0
3453	coppola's directorial debut is an incredibly layered and stylistic film that , despite a fairly slow paced , almost humdrum approach to character development , still manages at least a decent attempt at meaningful cinema . 	1
3050	adolescents will be adequately served by the movie's sophomoric blend of shenanigans and slapstick , although the more lascivious-minded might be disappointed in the relative modesty of a movie that sports a 'topless tutorial service . '	1
891	an unremarkable , modern action/comedy buddy movie whose only nod to nostalgia is in the title . 	1
402	more entertaining than much of the big-studio schlock out there . 	1
4471	"the movie is well crafted , and well executed . if you're paying attention , the "" big twists "" are pretty easy to guess - but that doesn't make the movie any less entertaining . "	1
2809	[raimi's] matured quite a bit with spider-man , even though it's one of the most plain white toast comic book films you'll ever see . 	1
2589	too much of storytelling moves away from solondz's social critique , casting its audience as that of intellectual lector in contemplation of the auteur's professional injuries . 	1
1158	sluggishly directed by episodic tv veteran joe zwick , it's a sitcom without the snap-crackle . 	1
773	an odd , haphazard , and inconsequential romantic comedy . 	1
7281	spanning from post world war ii during the late 1950's through the irish mob wars of the 1970's and culminating in their adulthood in the 1990's , the story is set to the backdrop of backroom politics and the realities of the irish mob and it's gang wars . 	0
6869	there is only one drawback , the sorceress and the priestess are sisters . 	0
5857	enlisted for a dangerous covert mission , he must combat a clever , organized , and ruthless enemy far beyond the scope of his experience . 	0
3450	kitchen scenes playing as obvious and light-hearted metaphors for states of mind and relationships , mostly martha leaves a few elements hanging that it probably should have tidied . 	1
8516	a plan to start a parisian salon with a distinctively democratic air brings conflict with her new surroundings and an unusual ally in a country girl raised by pigs . 	0
6935	as mitch regains his strength , he realizes his life has been a waste and falls deeply in love with angela , his guardian angel . 	0
5250	simon is desperately trying to save his internet personals business . 	0
4364	director nolan shows here he can handle clever material with a flair . 	1
445	pretty much sucks , but has a funny moment or two . 	1
7338	playwright siddalee walker , on the verge of opening a new play , gives a magazine interview in which she discusses her unhappy childhood . 	0
9238	lando , frustrated with isabel's conservatism and idealism , turns his attention to clara , which irked isabel . 	0
8180	cul de sac is a story about a man who tries to end his life unsuccessfully . 	0
9537	before long , rosalind has five guys trailing behind her , looking to get their bungling hands on a piece of the action . 	0
6510	ploddy is a living car with a mind of his own ! 	0
465	a charming and funny story of clashing cultures and a clashing mother/daughter relationship . 	1
4145	the sequel plays out like a flimsy excuse to give blade fans another look at wesley snipes' iconic hero doing battle with dozens of bad guys -- at once . 	1
